"id","code","local_code","name","continent","iso_country","wikipedia_link","keywords"
322,"BE-BRU","BRU","Brussels-Capital Region","EU","BE","http://en.wikipedia.org/wiki/Brussels-Capital_Region","Bruxelles, Flanders, Flemish Region, Vlaams Gewest, Vlaanderen"
323,"BE-U-A","U-A","(unassigned)","EU","BE",,
324,"BE-VAN","VAN","Antwerp","EU","BE","http://en.wikipedia.org/wiki/Antwerp","Antwerpen, Flanders, Flemish Region, Vlaams Gewest, Vlaanderen"
325,"BE-VBR","VBR","Flemish Brabant","EU","BE","http://en.wikipedia.org/wiki/Flemish_Brabant","Vlaams-Brabant, Flanders, Flemish Region, Vlaams Gewest, Vlaanderen"
326,"BE-VLI","VLI","Limburg","EU","BE","http://en.wikipedia.org/wiki/Limburg","Flanders, Flemish Region, Vlaams Gewest, Vlaanderen"
327,"BE-VOV","VOV","East Flanders","EU","BE","http://en.wikipedia.org/wiki/East_Flanders","Oost-Vlaanderen, Flanders, Flemish Region, Vlaams Gewest, Vlaanderen"
328,"BE-VWV","VWV","West Flanders","EU","BE","http://en.wikipedia.org/wiki/West_Flanders","West-Vlaanderen, Flanders, Flemish Region, Vlaams Gewest, Vlaanderen"
329,"BE-WBR","WBR","Walloon Brabant","EU","BE","http://en.wikipedia.org/wiki/Walloon_Brabant","Wallonia, Walloon Region"
330,"BE-WHT","WHT","Hainaut","EU","BE","http://en.wikipedia.org/wiki/Hainaut","Wallonia, Walloon Region"
331,"BE-WLG","WLG","Liège","EU","BE","http://en.wikipedia.org/wiki/Liège","Wallonia, Walloon Region"
332,"BE-WLX","WLX","Luxembourg","EU","BE","http://en.wikipedia.org/wiki/Luxembourg","Wallonia, Walloon Region"
333,"BE-WNA","WNA","Namur","EU","BE","http://en.wikipedia.org/wiki/Namur","Wallonia, Walloon Region"
334,"BF-BAL","BAL","Bale","AF","BF","http://en.wikipedia.org/wiki/Bale",
335,"BF-BAM","BAM","Bam","AF","BF","http://en.wikipedia.org/wiki/Bam",
336,"BF-BAN","BAN","Banwa","AF","BF","http://en.wikipedia.org/wiki/Banwa",
337,"BF-BAZ","BAZ","Bazega","AF","BF","http://en.wikipedia.org/wiki/Bazega",
338,"BF-BGR","BGR","Bougouriba","AF","BF","http://en.wikipedia.org/wiki/Bougouriba",
339,"BF-BLG","BLG","Boulgou","AF","BF","http://en.wikipedia.org/wiki/Boulgou",
340,"BF-BLK","BLK","Boulkiemde","AF","BF","http://en.wikipedia.org/wiki/Boulkiemde",
341,"BF-COM","COM","Comoe","AF","BF","http://en.wikipedia.org/wiki/Comoe",
342,"BF-GAN","GAN","Ganzourgou","AF","BF","http://en.wikipedia.org/wiki/Ganzourgou",
343,"BF-GNA","GNA","Gnagna","AF","BF","http://en.wikipedia.org/wiki/Gnagna",
344,"BF-GOU","GOU","Gourma","AF","BF","http://en.wikipedia.org/wiki/Gourma",
345,"BF-HOU","HOU","Houet","AF","BF","http://en.wikipedia.org/wiki/Houet",
346,"BF-IOB","IOB","Ioba","AF","BF","http://en.wikipedia.org/wiki/Ioba",
347,"BF-KAD","KAD","Kadiogo","AF","BF","http://en.wikipedia.org/wiki/Kadiogo",
348,"BF-KEN","KEN","Kenedougou","AF","BF","http://en.wikipedia.org/wiki/Kenedougou",
349,"BF-KMD","KMD","Komondjari","AF","BF","http://en.wikipedia.org/wiki/Komondjari",
350,"BF-KMP","KMP","Kompienga","AF","BF","http://en.wikipedia.org/wiki/Kompienga",
351,"BF-KOP","KOP","Koulpulogo","AF","BF","http://en.wikipedia.org/wiki/Koulpulogo",
352,"BF-KOS","KOS","Kossi","AF","BF","http://en.wikipedia.org/wiki/Kossi",
353,"BF-KOT","KOT","Kouritenga","AF","BF","http://en.wikipedia.org/wiki/Kouritenga",
354,"BF-KOW","KOW","Kourweogo","AF","BF","http://en.wikipedia.org/wiki/Kourweogo",
355,"BF-LER","LER","Leraba","AF","BF","http://en.wikipedia.org/wiki/Leraba",
356,"BF-LOR","LOR","Loroum","AF","BF","http://en.wikipedia.org/wiki/Loroum",
357,"BF-MOU","MOU","Mouhoun","AF","BF","http://en.wikipedia.org/wiki/Mouhoun",
358,"BF-NAM","NAM","Namentenga","AF","BF","http://en.wikipedia.org/wiki/Namentenga",
359,"BF-NAO","NAO","Nahouri","AF","BF","http://en.wikipedia.org/wiki/Nahouri",
360,"BF-NAY","NAY","Nayala","AF","BF","http://en.wikipedia.org/wiki/Nayala",
361,"BF-NOU","NOU","Noumbiel","AF","BF","http://en.wikipedia.org/wiki/Noumbiel",
362,"BF-OUB","OUB","Oubritenga","AF","BF","http://en.wikipedia.org/wiki/Oubritenga",
363,"BF-OUD","OUD","Oudalan","AF","BF","http://en.wikipedia.org/wiki/Oudalan",
364,"BF-PAS","PAS","Passore","AF","BF","http://en.wikipedia.org/wiki/Passore",
365,"BF-PON","PON","Poni","AF","BF","http://en.wikipedia.org/wiki/Poni",
366,"BF-SEN","SEN","Seno","AF","BF","http://en.wikipedia.org/wiki/Seno",
367,"BF-SIS","SIS","Siasili","AF","BF","http://en.wikipedia.org/wiki/Siasili",
368,"BF-SMT","SMT","Sanmatenga","AF","BF","http://en.wikipedia.org/wiki/Sanmatenga",
369,"BF-SNG","SNG","Sanguie","AF","BF","http://en.wikipedia.org/wiki/Sanguie",
370,"BF-SOM","SOM","Soum","AF","BF","http://en.wikipedia.org/wiki/Soum",
371,"BF-SOR","SOR","Sourou","AF","BF","http://en.wikipedia.org/wiki/Sourou",
372,"BF-TAP","TAP","Tapoa","AF","BF","http://en.wikipedia.org/wiki/Tapoa",
373,"BF-TUI","TUI","Tui","AF","BF","http://en.wikipedia.org/wiki/Tui",
374,"BF-U-A","U-A","(unassigned)","AF","BF",,
375,"BF-YAG","YAG","Yagha","AF","BF","http://en.wikipedia.org/wiki/Yagha",
376,"BF-YAT","YAT","Yatenga","AF","BF","http://en.wikipedia.org/wiki/Yatenga",
377,"BF-ZIR","ZIR","Ziro","AF","BF","http://en.wikipedia.org/wiki/Ziro",
378,"BF-ZON","ZON","Zondoma","AF","BF","http://en.wikipedia.org/wiki/Zondoma",
379,"BF-ZOU","ZOU","Zoundweogo","AF","BF","http://en.wikipedia.org/wiki/Zoundweogo",
380,"BG-01",01,"Blagoevgrad","EU","BG","http://en.wikipedia.org/wiki/Blagoevgrad",
381,"BG-02",02,"Burgas","EU","BG","http://en.wikipedia.org/wiki/Burgas",
382,"BG-03",03,"Varna","EU","BG","http://en.wikipedia.org/wiki/Varna",
383,"BG-04",04,"Veliko Tarnovo","EU","BG","http://en.wikipedia.org/wiki/Veliko_Tarnovo",
384,"BG-05",05,"Vidin","EU","BG","http://en.wikipedia.org/wiki/Vidin",
385,"BG-06",06,"Vraca","EU","BG","http://en.wikipedia.org/wiki/Vraca",
386,"BG-07",07,"Gabrovo","EU","BG","http://en.wikipedia.org/wiki/Gabrovo",
387,"BG-08",08,"Dobric","EU","BG","http://en.wikipedia.org/wiki/Dobric",
388,"BG-09",09,"Kardzali","EU","BG","http://en.wikipedia.org/wiki/Kardzali",
389,"BG-10",10,"Kyustendil","EU","BG","http://en.wikipedia.org/wiki/Kyustendil","Kjstendil"
390,"BG-11",11,"Lovec","EU","BG","http://en.wikipedia.org/wiki/Lovec",
391,"BG-12",12,"Montana","EU","BG","http://en.wikipedia.org/wiki/Montana",
392,"BG-13",13,"Pazardzik","EU","BG","http://en.wikipedia.org/wiki/Pazardzik",
393,"BG-14",14,"Pernik","EU","BG","http://en.wikipedia.org/wiki/Pernik",
394,"BG-15",15,"Pleven","EU","BG","http://en.wikipedia.org/wiki/Pleven",
395,"BG-16",16,"Plovdiv","EU","BG","http://en.wikipedia.org/wiki/Plovdiv",
396,"BG-17",17,"Razgrad","EU","BG","http://en.wikipedia.org/wiki/Razgrad",
397,"BG-18",18,"Ruse","EU","BG","http://en.wikipedia.org/wiki/Ruse",
398,"BG-19",19,"Silistra","EU","BG","http://en.wikipedia.org/wiki/Silistra",
399,"BG-20",20,"Sliven","EU","BG","http://en.wikipedia.org/wiki/Sliven",
400,"BG-21",21,"Smoljan","EU","BG","http://en.wikipedia.org/wiki/Smoljan",
401,"BG-23",23,"Sofia","EU","BG","http://en.wikipedia.org/wiki/Sofia",
402,"BG-24",24,"Stara Zagora","EU","BG","http://en.wikipedia.org/wiki/Stara_Zagora",
403,"BG-25",25,"Targovishte","EU","BG","http://en.wikipedia.org/wiki/Targovishte","Targoviste"
404,"BG-26",26,"Haskovo","EU","BG","http://en.wikipedia.org/wiki/Haskovo",
405,"BG-27",27,"Sumen","EU","BG","http://en.wikipedia.org/wiki/Sumen",
406,"BG-28",28,"Jambol","EU","BG","http://en.wikipedia.org/wiki/Jambol",
407,"BG-U-A","U-A","(unassigned)","EU","BG",,
4734,"BH-13",13,"Capital Governorate","AS","BH","http://en.wikipedia.org/wiki/Capital_Governorate",
4733,"BH-14",14,"Southern Governorate","AS","BH","http://en.wikipedia.org/wiki/Southern_Governorate",
4732,"BH-15",15,"Muharraq Governorate","AS","BH","http://en.wikipedia.org/wiki/Al_Muharraq_Governorate",
4731,"BH-16",16,"Central Governorate","AS","BH","http://en.wikipedia.org/wiki/Central_Governorate",
4730,"BH-17",17,"Northern Governorate","AS","BH","http://en.wikipedia.org/wiki/Northern_Governorate",
420,"BH-U-A","U-A","(unassigned)","AS","BH",,
421,"BI-BB","BB","Bubanza","AF","BI","http://en.wikipedia.org/wiki/Bubanza",
422,"BI-BJ","BJ","Bujumbura","AF","BI","http://en.wikipedia.org/wiki/Bujumbura",
423,"BI-BR","BR","Bururi","AF","BI","http://en.wikipedia.org/wiki/Bururi",
424,"BI-CA","CA","Cankuzo","AF","BI","http://en.wikipedia.org/wiki/Cankuzo",
425,"BI-CI","CI","Cibitoke","AF","BI","http://en.wikipedia.org/wiki/Cibitoke",
426,"BI-GI","GI","Gitega","AF","BI","http://en.wikipedia.org/wiki/Gitega",
427,"BI-KR","KR","Karuzi","AF","BI","http://en.wikipedia.org/wiki/Karuzi",
428,"BI-KY","KY","Kayanza","AF","BI","http://en.wikipedia.org/wiki/Kayanza",
429,"BI-MA","MA","Makamba","AF","BI","http://en.wikipedia.org/wiki/Makamba",
430,"BI-MU","MU","Muramvya","AF","BI","http://en.wikipedia.org/wiki/Muramvya",
431,"BI-MW","MW","Mwaro","AF","BI","http://en.wikipedia.org/wiki/Mwaro",
432,"BI-NG","NG","Ngozi","AF","BI","http://en.wikipedia.org/wiki/Ngozi",
433,"BI-RT","RT","Rutana","AF","BI","http://en.wikipedia.org/wiki/Rutana",
434,"BI-RY","RY","Ruyigi","AF","BI","http://en.wikipedia.org/wiki/Ruyigi",
435,"BI-U-A","U-A","(unassigned)","AF","BI",,
436,"BJ-AK","AK","Atakora","AF","BJ","http://en.wikipedia.org/wiki/Atakora",
437,"BJ-AL","AL","Alibori","AF","BJ","http://en.wikipedia.org/wiki/Alibori",
438,"BJ-AQ","AQ","Atlantique","AF","BJ","http://en.wikipedia.org/wiki/Atlantique",
439,"BJ-BO","BO","Borgou","AF","BJ","http://en.wikipedia.org/wiki/Borgou",
440,"BJ-CO","CO","Collines","AF","BJ","http://en.wikipedia.org/wiki/Collines",
441,"BJ-DO","DO","Donga","AF","BJ","http://en.wikipedia.org/wiki/Donga",
442,"BJ-KO","KO","Kouffo","AF","BJ","http://en.wikipedia.org/wiki/Kouffo",
443,"BJ-LI","LI","Littoral","AF","BJ","http://en.wikipedia.org/wiki/Littoral",
444,"BJ-MO","MO","Mono","AF","BJ","http://en.wikipedia.org/wiki/Mono",
445,"BJ-OU","OU","Oueme","AF","BJ","http://en.wikipedia.org/wiki/Oueme",
446,"BJ-PL","PL","Plateau","AF","BJ","http://en.wikipedia.org/wiki/Plateau",
447,"BJ-U-A","U-A","(unassigned)","AF","BJ",,
448,"BJ-ZO","ZO","Zou","AF","BJ","http://en.wikipedia.org/wiki/Zou",
4727,"BL-U-A","U-A","(unassigned)","NA","BL",,
449,"BM-U-A","U-A","(unassigned)","NA","BM",,
450,"BN-BE","BE","Belait","AS","BN","http://en.wikipedia.org/wiki/Belait",
451,"BN-BM","BM","Brunei-Muara","AS","BN","http://en.wikipedia.org/wiki/Brunei-Muara",
452,"BN-TE","TE","Temburong","AS","BN","http://en.wikipedia.org/wiki/Temburong",
453,"BN-TU","TU","Tutong","AS","BN","http://en.wikipedia.org/wiki/Tutong",
454,"BN-U-A","U-A","(unassigned)","AS","BN",,
455,"BO-B","B","El Beni","SA","BO","http://en.wikipedia.org/wiki/El_Beni",
456,"BO-C","C","Cochabamba","SA","BO","http://en.wikipedia.org/wiki/Cochabamba",
457,"BO-H","H","Chuquisaca","SA","BO","http://en.wikipedia.org/wiki/Chuquisaca",
458,"BO-L","L","La Paz","SA","BO","http://en.wikipedia.org/wiki/La_Paz",
459,"BO-N","N","Pando","SA","BO","http://en.wikipedia.org/wiki/Pando",
460,"BO-O","O","Oruro","SA","BO","http://en.wikipedia.org/wiki/Oruro",
461,"BO-P","P","Potosí","SA","BO","http://en.wikipedia.org/wiki/Potosí",
462,"BO-S","S","Santa Cruz","SA","BO","http://en.wikipedia.org/wiki/Santa_Cruz",
463,"BO-T","T","Tarija","SA","BO","http://en.wikipedia.org/wiki/Tarija",
464,"BO-U-A","U-A","(unassigned)","SA","BO",,
465,"BR-AC","AC","Acre","SA","BR","http://en.wikipedia.org/wiki/Acre",
466,"BR-AL","AL","Alagoas","SA","BR","http://en.wikipedia.org/wiki/Alagoas",
467,"BR-AM","AM","Amazonas","SA","BR","http://en.wikipedia.org/wiki/Amazonas",
468,"BR-AP","AP","Amapá","SA","BR","http://en.wikipedia.org/wiki/Amapá",
469,"BR-BA","BA","Bahia","SA","BR","http://en.wikipedia.org/wiki/Bahia",
470,"BR-CE","CE","Ceará","SA","BR","http://en.wikipedia.org/wiki/Ceará",
471,"BR-DF","DF","Distrito Federal","SA","BR","http://en.wikipedia.org/wiki/Distrito_Federal",
472,"BR-ES","ES","Espírito Santo","SA","BR","http://en.wikipedia.org/wiki/Espírito_Santo",
474,"BR-GO","GO","Goiás","SA","BR","http://en.wikipedia.org/wiki/Goiás",
475,"BR-MA","MA","Maranhão","SA","BR","http://en.wikipedia.org/wiki/Maranhão",
476,"BR-MG","MG","Minas Gerais","SA","BR","http://en.wikipedia.org/wiki/Minas_Gerais",
477,"BR-MS","MS","Mato Grosso do Sul","SA","BR","http://en.wikipedia.org/wiki/Mato_Grosso_do_Sul",
478,"BR-MT","MT","Mato Grosso","SA","BR","http://en.wikipedia.org/wiki/Mato_Grosso",
479,"BR-PA","PA","Pará","SA","BR","http://en.wikipedia.org/wiki/Pará",
480,"BR-PB","PB","Paraíba","SA","BR","http://en.wikipedia.org/wiki/Paraíba",
481,"BR-PE","PE","Pernambuco","SA","BR","http://en.wikipedia.org/wiki/Pernambuco",
482,"BR-PI","PI","Piauí","SA","BR","http://en.wikipedia.org/wiki/Piauí",
483,"BR-PR","PR","Paraná","SA","BR","http://en.wikipedia.org/wiki/Paraná",
484,"BR-RJ","RJ","Rio de Janeiro","SA","BR","http://en.wikipedia.org/wiki/Rio_de_Janeiro",
485,"BR-RN","RN","Rio Grande do Norte","SA","BR","http://en.wikipedia.org/wiki/Rio_Grande_do_Norte",
486,"BR-RO","RO","Rondônia","SA","BR","http://en.wikipedia.org/wiki/Rondônia",
487,"BR-RR","RR","Roraima","SA","BR","http://en.wikipedia.org/wiki/Roraima",
488,"BR-RS","RS","Rio Grande do Sul","SA","BR","http://en.wikipedia.org/wiki/Rio_Grande_do_Sul",
489,"BR-SC","SC","Santa Catarina","SA","BR","http://en.wikipedia.org/wiki/Santa_Catarina",
490,"BR-SE","SE","Sergipe","SA","BR","http://en.wikipedia.org/wiki/Sergipe",
491,"BR-SP","SP","São Paulo","SA","BR","http://en.wikipedia.org/wiki/São_Paulo",
492,"BR-TO","TO","Tocatins","SA","BR","http://en.wikipedia.org/wiki/Tocatins",
493,"BR-U-A","U-A","(unassigned)","SA","BR",,
494,"BS-AC","AC","Acklins and Crooked Islands","NA","BS","http://en.wikipedia.org/wiki/Acklins_and_Crooked_Islands",
495,"BS-BI","BI","Bimini","NA","BS","http://en.wikipedia.org/wiki/Bimini",
496,"BS-CI","CI","Cat Island","NA","BS","http://en.wikipedia.org/wiki/Cat_Island",
497,"BS-EX","EX","Exuma","NA","BS","http://en.wikipedia.org/wiki/Exuma",
498,"BS-FC","FC","Fresh Creek","NA","BS","http://en.wikipedia.org/wiki/Fresh_Creek",
499,"BS-FP","FP","Freeport","NA","BS","http://en.wikipedia.org/wiki/Freeport",
500,"BS-GH","GH","Governor's Harbour","NA","BS","http://en.wikipedia.org/wiki/Governor's_Harbour",
501,"BS-GT","GT","Green Turtle Cay","NA","BS","http://en.wikipedia.org/wiki/Green_Turtle_Cay",
502,"BS-HI","HI","Harbour Island","NA","BS","http://en.wikipedia.org/wiki/Harbour_Island",
503,"BS-HR","HR","High Rock","NA","BS","http://en.wikipedia.org/wiki/High_Rock",
504,"BS-IN","IN","Inagua","NA","BS","http://en.wikipedia.org/wiki/Inagua",
505,"BS-KB","KB","Kemps Bay","NA","BS","http://en.wikipedia.org/wiki/Kemps_Bay",
506,"BS-LI","LI","Long Island","NA","BS","http://en.wikipedia.org/wiki/Long_Island",
507,"BS-MG","MG","Mayaguana","NA","BS","http://en.wikipedia.org/wiki/Mayaguana",
508,"BS-MH","MH","Marsh Harbour","NA","BS","http://en.wikipedia.org/wiki/Marsh_Harbour",
509,"BS-NB","NB","Nicholls Town and Berry Islands","NA","BS","http://en.wikipedia.org/wiki/Nicholls_Town_and_Berry_Islands",
510,"BS-NP","NP","New Providence","NA","BS","http://en.wikipedia.org/wiki/New_Providence",
511,"BS-RI","RI","Ragged Island","NA","BS","http://en.wikipedia.org/wiki/Ragged_Island",
512,"BS-RS","RS","Rock Sound","NA","BS","http://en.wikipedia.org/wiki/Rock_Sound",
513,"BS-SP","SP","Sandy Point","NA","BS","http://en.wikipedia.org/wiki/Sandy_Point",
514,"BS-SR","SR","San Salvador and Rum Cay","NA","BS","http://en.wikipedia.org/wiki/San_Salvador_and_Rum_Cay",
515,"BS-U-A","U-A","(unassigned)","NA","BS",,
516,"BT-11",11,"Paro","AS","BT","http://en.wikipedia.org/wiki/Paro",
517,"BT-12",12,"Chhukha","AS","BT","http://en.wikipedia.org/wiki/Chhukha",
518,"BT-13",13,"Ha","AS","BT","http://en.wikipedia.org/wiki/Ha",
519,"BT-14",14,"Samtee","AS","BT","http://en.wikipedia.org/wiki/Samtee",
520,"BT-15",15,"Thimphu","AS","BT","http://en.wikipedia.org/wiki/Thimphu",
521,"BT-21",21,"Tsirang","AS","BT","http://en.wikipedia.org/wiki/Tsirang",
522,"BT-22",22,"Dagana","AS","BT","http://en.wikipedia.org/wiki/Dagana",
523,"BT-23",23,"Punakha","AS","BT","http://en.wikipedia.org/wiki/Punakha",
524,"BT-24",24,"Wangdue Phodrang","AS","BT","http://en.wikipedia.org/wiki/Wangdue_Phodrang",
525,"BT-31",31,"Sarpang","AS","BT","http://en.wikipedia.org/wiki/Sarpang",
526,"BT-32",32,"Trongsa","AS","BT","http://en.wikipedia.org/wiki/Trongsa",
527,"BT-33",33,"Bumthang","AS","BT","http://en.wikipedia.org/wiki/Bumthang",
528,"BT-34",34,"Zhemgang","AS","BT","http://en.wikipedia.org/wiki/Zhemgang",
529,"BT-41",41,"Trashigang","AS","BT","http://en.wikipedia.org/wiki/Trashigang",
530,"BT-42",42,"Monggar","AS","BT","http://en.wikipedia.org/wiki/Monggar",
531,"BT-43",43,"Pemagatshel","AS","BT","http://en.wikipedia.org/wiki/Pemagatshel",
532,"BT-44",44,"Lhuentse","AS","BT","http://en.wikipedia.org/wiki/Lhuentse",
533,"BT-45",45,"Samdrup Jongkha","AS","BT","http://en.wikipedia.org/wiki/Samdrup_Jongkha",
534,"BT-GA","GA","Gasa","AS","BT","http://en.wikipedia.org/wiki/Gasa",
535,"BT-TY","TY","Trashi Yangtse","AS","BT","http://en.wikipedia.org/wiki/Trashi_Yangtse",
536,"BT-U-A","U-A","(unassigned)","AS","BT",,
537,"BW-CE","CE","Central District","AF","BW","http://en.wikipedia.org/wiki/Central_District_(Botswana)",
538,"BW-GH","GH","Ghanzi District","AF","BW","http://en.wikipedia.org/wiki/Ghanzi_District",
539,"BW-KG","KG","Kgalagadi District","AF","BW","http://en.wikipedia.org/wiki/Kgalagadi_District",
540,"BW-KL","KL","Kgatleng District","AF","BW","http://en.wikipedia.org/wiki/Kgatleng_District",
541,"BW-KW","KW","Kweneng District","AF","BW","http://en.wikipedia.org/wiki/Kweneng_District",
542,"BW-NE","NE","North-East District","AF","BW","http://en.wikipedia.org/wiki/North-East_District",
544,"BW-NW","NW","North-West District","AF","BW","http://en.wikipedia.org/wiki/North-West_District",
545,"BW-SE","SE","South-East District","AF","BW","http://en.wikipedia.org/wiki/South-East_District",
546,"BW-SO","SO","Southern District","AF","BW","http://en.wikipedia.org/wiki/Southern_District_(Botswana)",
547,"BW-U-A","U-A","(unassigned)","AF","BW",,
548,"BY-BR","BR","Brest Voblast","EU","BY","http://en.wikipedia.org/wiki/Brest_Voblast","Brèsckaja voblasc'"
549,"BY-HO","HO","Homiel Voblast","EU","BY","http://en.wikipedia.org/wiki/Homiel_Voblast","Homel'skaja voblasc', Homyel, Gomel"
550,"BY-HR","HR","Hrodna Voblast","EU","BY","http://en.wikipedia.org/wiki/Hrodna_Voblast","Hrodzenskaja voblasc', Grodno"
551,"BY-MA","MA","Mahilyow Voblast","EU","BY","http://en.wikipedia.org/wiki/Mahilyow_Voblast","Mahilëuskaja voblasc'"
552,"BY-MI","MI","Minsk Voblast","EU","BY","http://en.wikipedia.org/wiki/Minsk_Voblast","Minskaja voblasc', Мі́нская во́бласць"
553,"BY-U-A","U-A","(unassigned)","EU","BY",,
554,"BY-VI","VI","Vitsebsk Voblast","EU","BY","http://en.wikipedia.org/wiki/Vitsebsk_Voblast","Vicebskaja voblasc', Ві́цебская во́бласць"
555,"BZ-BZ","BZ","Belize District","NA","BZ","http://en.wikipedia.org/wiki/Belize_District",
556,"BZ-CY","CY","Cayo District","NA","BZ","http://en.wikipedia.org/wiki/Cayo_District",
557,"BZ-CZL","CZL","Corozal District","NA","BZ","http://en.wikipedia.org/wiki/Corozal_District",
558,"BZ-OW","OW","Orange Walk District","NA","BZ","http://en.wikipedia.org/wiki/Orange_Walk_District",
559,"BZ-SC","SC","Stann Creek District","NA","BZ","http://en.wikipedia.org/wiki/Stann_Creek_District",
560,"BZ-TOL","TOL","Toledo District","NA","BZ","http://en.wikipedia.org/wiki/Toledo_District",
561,"BZ-U-A","U-A","(unassigned)","NA","BZ",,
562,"CA-AB","AB","Alberta","NA","CA","http://en.wikipedia.org/wiki/Alberta",
563,"CA-BC","BC","British Columbia","NA","CA","http://en.wikipedia.org/wiki/British_Columbia",
564,"CA-MB","MB","Manitoba","NA","CA","http://en.wikipedia.org/wiki/Manitoba",
565,"CA-NB","NB","New Brunswick","NA","CA","http://en.wikipedia.org/wiki/New_Brunswick",
566,"CA-NL","NL","Newfoundland and Labrador","NA","CA","http://en.wikipedia.org/wiki/Newfoundland_and_Labrador",
567,"CA-NS","NS","Nova Scotia","NA","CA","http://en.wikipedia.org/wiki/Nova_Scotia",
568,"CA-NT","NT","Northwest Territories","NA","CA","http://en.wikipedia.org/wiki/Northwest_Territories",
569,"CA-NU","NU","Nunavut","NA","CA","http://en.wikipedia.org/wiki/Nunavut",
570,"CA-ON","ON","Ontario","NA","CA","http://en.wikipedia.org/wiki/Ontario",
571,"CA-PE","PE","Prince Edward Island","NA","CA","http://en.wikipedia.org/wiki/Prince_Edward_Island",
572,"CA-QC","QC","Quebec","NA","CA","http://en.wikipedia.org/wiki/Quebec",
573,"CA-SK","SK","Saskatchewan","NA","CA","http://en.wikipedia.org/wiki/Saskatchewan",
574,"CA-U-A","U-A","(unassigned)","NA","CA",,
575,"CA-YT","YT","Yukon Territory","NA","CA","http://en.wikipedia.org/wiki/Yukon_Territory",
576,"CC-U-A","U-A","(unassigned)","AS","CC",,
577,"CD-BC","BC","Bas-Congo","AF","CD","http://en.wikipedia.org/wiki/Bas-Congo",
578,"CD-BN","BN","Bandundu","AF","CD","http://en.wikipedia.org/wiki/Bandundu",
579,"CD-EQ","EQ","Equateur","AF","CD","http://en.wikipedia.org/wiki/Equateur",
580,"CD-HC","HC","Haut-Congo","AF","CD","http://en.wikipedia.org/wiki/Haut-Congo",
581,"CD-KA","KA","Katanga","AF","CD","http://en.wikipedia.org/wiki/Katanga",
582,"CD-KE","KE","Kasai-Oriental","AF","CD","http://en.wikipedia.org/wiki/Kasai-Oriental",
583,"CD-KN","KN","Kinshasa","AF","CD","http://en.wikipedia.org/wiki/Kinshasa",
584,"CD-KW","KW","Kasai-Occidental","AF","CD","http://en.wikipedia.org/wiki/Kasai-Occidental",
585,"CD-MA","MA","Maniema","AF","CD","http://en.wikipedia.org/wiki/Maniema",
586,"CD-NK","NK","Nord-Kivu","AF","CD","http://en.wikipedia.org/wiki/Nord-Kivu",
587,"CD-OR","OR","Orientale","AF","CD","http://en.wikipedia.org/wiki/Orientale",
588,"CD-SK","SK","Sud-Kivu","AF","CD","http://en.wikipedia.org/wiki/Sud-Kivu",
